eight	අට
affected by the	නිසා පීඩාවට පත්
during the last	අවසාන කාලයේ දී
under the supervision	අධීක්ෂණය යටතේ මේ
in Australia and	සහ ඕස්ට්‍රේලියාව අතර
residents of the	පදිංචිකරුවන් වන අතර
in excess of	අධික වන අතර
copies of the	පිටපත් කර ඇලවීම
the service of	මෙම සේවාව ලබා
after a long	දිගු කලකට පසු
the act of	මෙම පනත මගින්
Chief Executive Officer	සභාපති මේජර් ජෙනරාල්
the early 1950	1980 දශකයේ දී
depends on the	මත රඳා පවතින
the bureau of	කටයුතු දෙපාර්තමේන්තුව හා
the task of	එම කාර්යය සඳහා
of health and	බව ද සෞඛ්‍ය
of the Mexican	වන විට ඇමෙරිකානු
started in the	ආරම්භ කළ එම
oil and gas	තෙල් සහ ගෑස්
the surrounding area	ඒ අවට ප්‍රදේශය
radio and television	රේඩියෝ හා ටෙලිවිෂන්
and as such	ආදී වශයෙන් ඒ
public and private	ඒ සඳහා පෞද්ගලික
and her mother	සහ ඇගේ මව
announced his retirement	සමුගැනීමට තීරණය කර
the government and	සහ රජය අතර
organised by the	සංවිධානය විසින් සංවිධානය
the defeat of	පරාජය වූ අතර
the activities of	මෙම කටයුතු සඳහා
operations in the	මෙහෙයුම් කටයුතු සඳහා
boys and girls	පාසල් ගැහැණු ළමයි
the responsibility of	හා වගකීම බව
the year by	විසින් මේ වසරේ
consisting of the	සමන්විත වූ අතර
by the company	සමාගම විසින් මේ
also used as	ලෙස ද භාවිතා
as members of	සාමාජිකයන් ලෙස කටයුතු
the arts and	හා කලා ශිල්ප
the two countries	රටවල් දෙක අතර
by the king	රජු විසින් මෙම
branches of the	ශාඛා හා සේවා
stating that the	මේ බව සඳහන්
for the project	මේ ව්‍යාපෘතිය සඳහා
after world war	ලෝක යුද්ධයෙන් පසු
that they could	හැකි බව ඔවුන්
President Barack Obama	ජනාධිපති බැරැක් ඔබාමා
player and coach	කණ්ඩායමේ පුහුණුකරු ලෙස
of the then	වන අතර ඉන්පසු
evidence of the	වූ බවට සාක්ෂි
saying that the	මම මේ කියපු
membership of the	සාමාජිකත්වය ලබා ගැනීම
report of the	අතර එම වාර්තාව
of the treasury	මහා භාණ්ඩාගාරය විසින්
even though he	නමුත් ඔහු ඒ
of a woman	කාන්තාවක් වන අතර
invited to the	ආරාධනා කළ අතර
party and the	පක්ෂය සහ එක්සත්
and the use	භාවිතා කිරීම සහ
larger than the	වඩා විශාල ලෙස
of the above	මේ දක්වා මෙම
of the global	ගෝලීය ශ්‍රී ලංකා
and the people	සහ මිනිසුන් අතර
that the company	බව එම සමාගම
taking place in	ස්ථානය ලබා ගැනීමට
before and after	පෙර සහ පසු
as the official	ලෙස නිල වශයෙන්
a long history	දිගු ඉතිහාසයක් ඇති
the benefits of	ප්‍රතිලාභ ලබා ගැනීමට
the citizens of	මේ රටේ පුරවැසියන්
flows through the	හරහා ගලා යන
tennis tournament played	විවෘත ටෙනිස් තරගාවලියේ
the history and	මේ රටේ ඉතිහාසය
fish in the	මස් මාළු කරවල
third and fourth	දෙවැනි සහ තුන්වැනි
concerned with the	සහ ඒ පිළිබඳව
and completed in	නිම කර ඇති
and his team	සහ ඔහුගේ කණ්ඩායම
acres of land	වන විට අක්කර
various types of	විවිධ වර්ග වල
the Ministry of	බව එම අමාත්‍යාංශය
produced and directed	නිෂ්පාදනය සහ අධ්‍යක්ෂණය
in the 400	200 ක් පමණ
in the entire	මේ දක්වා මේ
vote in the	දී ඡන්දය ප්‍රකාශ
the content of	අන්තර්ගත වන අතර
components of the	කොටස් සහ උපාංග
money for the	ඒ සඳහා මුදල්
Ambassador to the	ලංකා තානාපතිවරයා ලෙස
United Nations Security	එක්සත් ජාතීන්ගේ ආරක්ෂක
actress and singer	නළුවා හෝ නිළිය
as the last	අවසාන වශයෙන් මේ
slopes of the	කඳු මුදුනේ සිට
threat to the	තර්ජනයක් වී ඇති
characteristics of the	ගති ලක්ෂණ ඇති
in the days	දින සිට දින
society and the	හා සමාජය අතර
he obtained his	ඔහු ලබා ඇති
the war ended	මේ යුද්ධය අවසන්
building was constructed	ඉදිකර ඇති මේ
says that the	නම් මේ කියන
appeared in several	කිහිපයක් ඉදිරිපත් කර
his intention to	ඔහුගේ අරමුණ විය
and the environment	හා පරිසරය අතර
he arrived in	පැමිණි අතර ඔහු
funds for the	සඳහා අවශ්‍ය අරමුදල්
to obtain the	ලබා ගැනීම අවශ්‍ය
and various other	ඒ නිසා විවිධ
24 hours of	වූ පැය 24
food and drug	ආහාර සහ ඖෂධ
his political career	හා දේශපාලන ජයග්‍රහණ
activities such as	ආදී කටයුතු සඳහා
the land and	ඉඩම් හා ඉඩම්
the peerage of	දියවඩන නිලමේ තනතුර
the frequency of	වූ කාල පරාසය
many of their	බොහෝ විට ඔවුන්ගේ
evidence that the	ඇති බවට සාක්ෂි
Corps of engineers	යුද හමුදා ඉංජිනේරු
of the table	මේසය මත වූ
education and training	අධ්‍යාපන හා පුහුණු
in this context	මේ සන්දර්භය තුළ
early twentieth century	වන සියවස වන
the Federal Republic	ශ්‍රී ලංකා ජනරජයේ
the central business	මධ්‍යම පරිමාණ ව්‍යාපාර
the 50th anniversary	වන සංවත්සරය වෙනුවෙන්
clear that the	මේ බව පැහැදිලි
for the main	මේ සඳහා ප්‍රධාන
declaration of independence	ජනරජයක් බවට පත්
you want to	ඕනේ කියලා මම
of the nearby	ඒ අසල වූ
the target of	ඉලක්කය වී ඇත්තේ
the prevention of	කිරීම වැළැක්වීම සඳහා
athlete of the	දක්ෂතම ක්‍රීඩකයා ලෙස
sent back to	පිටත් කර යවා
works for the	නිර්මාණ කටයුතු සඳහා
many of her	ඇය බොහෝ විට
faculty of law	විශ්වවිද්‍යාලයේ නීති පීඨයේ
victory for the	ජයග්‍රහණය කිරීම සඳහා
family and friends	සහ පවුලේ අය
introduced by the	විසින් හඳුන්වා දී
taking over the	වැඩි කර ගැනීම
awards for best	සම්මාන උළෙලේ හොඳම
programs in the	සඳහා විවිධ වැඩසටහන්
50th anniversary of	වන සංවත්සරය නිමිත්තෙන්
of the lost	අහිමි වූ අතර
even though they	නමුත් ඔවුන් ඒ
gold and silver	රන් සහ රිදී
the problems of	ඇති වන ගැටලු
the teachings of	දහම බුදු දහම
the last years	මේ වසර අවසාන
